"country","title","barcode"
"Unknown Country","1900","00254584"
"Unknown Country","ABNORMAL BEAUTY","00244590"
"Unknown Country","ACCIDENT","00243838"
"Unknown Country","AMERICAN FRIEND (CRITERION EDITION)","00250732"
"Unknown Country","ARMADILLO","00242145"
"Unknown Country","BARKING DOGS NEVER BITE","00235971"
"Unknown Country","BARRIO","00222464"
"Unknown Country","BASKIN","00251628"
"Unknown Country","BASKIN (BD)","00251629"
"Unknown Country","BEAUTY IN TROUBLE","00235884"
"Unknown Country","BELLS OF DEATH","00224478"
"Unknown Country","BODYGUARDS & ASSASSINS","00242907"
"Unknown Country","BORN IN 68","00229220"
"Unknown Country","BRAND NEW TESTAMENT","00252251"
"Unknown Country","BREATHING","00245220"
"Unknown Country","BRIDGE (CRITERION)","00249771"
"Unknown Country","CAR CEMETERY","00233906"
"Unknown Country","CASA DE MI PADRE","00243772"
"Unknown Country","CECILIA ('82)","00219726"
"Unknown Country","CHICKEN WITH PLUMS","00245457"
"Unknown Country","CHINESE HERCULES","00249726"
"Unknown Country","CHINESE PUZZLE","00248383"
"Unknown Country","CHRISTMAS TALE","00231572"
"Unknown Country","CITY OF LIFE & DEATH","00241507"
"Unknown Country","CLASSE TOUS RISQUES","00222029"
"Unknown Country","COCO CHANEL & IGOR STRAVINSKY","00236992"
"Unknown Country","COLD WAR ('18)   CRITERION EDITION","00254370"
"Unknown Country","COME DRINK WITH ME","00253796"
"Unknown Country","CROUCHING TIGER HIDDEN DRAGON (BD)","00237935"
"Unknown Country","DAMNED","00240661"
"Unknown Country","DAY HE ARRIVES","00244595"
"Unknown Country","DAY I SAW YOUR HEART","00243792"
"Unknown Country","DAY IN THE COUNTRY (CRITERION)","00249084"
"Unknown Country","DEAD SNOW 2","00248756"
"Unknown Country","DEATH OF LOUIS XIV","00252759"
"Unknown Country","DEMONIACS","00243174"
"Unknown Country","DIGNITY OF NOBODIES","00222439"
"Unknown Country","DOUBLE LOVER","00253429"
"Unknown Country","DRUMMER","00228846"
"Unknown Country","DRUNKEN MASTER 2","00222032"
"Unknown Country","EL BULLI","00243132"
"Unknown Country","EL TOPO","00223576"
"Unknown Country","EUGENIE DE SADE","00219738"
"Unknown Country","EXECUTIONER (CRITERION EDITION)","00251889"
"Unknown Country","FANNY TRILOGY 1: MARIUS","00247951"
"Unknown Country","FILL THE VOID","00246557"
"Unknown Country","FIRE WITHIN","00221562"
"Unknown Country","FIVE BROKEN CAMERAS","00245215"
"Unknown Country","FOOTNOTE","00243800"
"Unknown Country","FRAULEIN","00221904"
"Unknown Country","FRONTIER(S)","00221764"
"Unknown Country","GIRL ON THE TRAIN ('08)","00235057"
"Unknown Country","GIRL WHO KICKED THE HORNET'S NEST","00238625"
"Unknown Country","GIRL WHO KICKED THE HORNET'S NEST (BD)","00238640"
"Unknown Country","GIVE ME YOUR HAND","00232875"
"Unknown Country","GLASS LIPS","00222531"
"Unknown Country","GODARD MON AMOUR","00253618"
"Unknown Country","GOMORRAH","00233367"
"Unknown Country","GRACELAND","00248773"
"Unknown Country","HAPPY END (BD)","00253633"
"Unknown Country","HEAD-ON ('04)","00204421"
"Unknown Country","HEART OF GLASS","00176936"
"Unknown Country","HEROES OF THE EAST","00253797"
"Unknown Country","HIGH TENSION","00204706"
"Unknown Country","HIPSTERS","00245312"
"Unknown Country","HIROSHIMA MON AMOUR","00184631"
"Unknown Country","HOLY GIRL","00204111"
"Unknown Country","HOST ('06}","00236016"
"Unknown Country","HOUR OF THE WOLF","00193394"
"Unknown Country","HOUSE OF FLYING DAGGERS","00201640"
"Unknown Country","HOUSE OF FOOLS","00191568"
"Unknown Country","HOWL ('69)","00234547"
"Unknown Country","HUKKLE","00203324"
"Unknown Country","HUM DIL DE CHUKE SANAM","00199517"
"Unknown Country","HUMANITE","00172936"
"Unknown Country","HUMMINGBIRD","00216790"
"Unknown Country","HUNGER ('66)","00210130"
"Unknown Country","HUNT ('12)","00247013"
"Unknown Country","I AM CURIOUS YELLOW","00194845"
"Unknown Country","I HAVE FOUND IT","00199749"
"Unknown Country","I SAW THE DEVIL","00239750"
"Unknown Country","I STAND ALONE","00194847"
"Unknown Country","I VITELLONI","00196744"
"Unknown Country","I WAS STALIN'S BODYGUARD","00216868"
"Unknown Country","I WISH","00244601"
"Unknown Country","I.K.U.: THIS IS NOT LOVE, THIS IS SEX","00214146"
"Unknown Country","I'M A CYBORG BUT THAT'S OK","00214885"
"Unknown Country","I'M NOT SCARED","00198056"
"Unknown Country","ICHI ('02)","00249427"
"Unknown Country","ICHI THE KILLER","00226067"
"Unknown Country","IDIOTS","00208144"
"Unknown Country","IKIRU","00192812"
"Unknown Country","IL POSTO","00184633"
"Unknown Country","ILLUSIONIST ('10)","00239755"
"Unknown Country","ILLUSIONIST ('10) (BD)","00239761"
"Unknown Country","IN PRAISE OF LOVE","00185390"
"Unknown Country","IN THE HOUSE","00246561"
"Unknown Country","IN THE MOOD FOR LOVE","00189616"
"Unknown Country","INDOCHINE","00174352"
"Unknown Country","INFERNAL AFFAIRS","00198554"
"Unknown Country","INFERNAL AFFAIRS 2","00195130"
"Unknown Country","INFERNAL AFFAIRS 3","00195131"
"Unknown Country","INNOCENCE","00234826"
"Unknown Country","INTACTO","00184635"
"Unknown Country","INTERVIEW ('00)","00196663"
"Unknown Country","IRREVERSIBLE","00185583"
"Unknown Country","ISMAEL'S GHOSTS","00253470"
"Unknown Country","ITALIAN FOR BEGINNERS","00182066"
"Unknown Country","IVAN THE TERRIBLE","00203181"
"Unknown Country","IVAN'S CHILDHOOD","00216391"
"Unknown Country","IZO","00204802"
"Unknown Country","JAMES' JOURNEY TO JERUSALEM","00197432"
"Unknown Country","JAN DARA","00238714"
"Unknown Country","JAPANESE SUMMER: DOUBLE SUICIDE","00235082"
"Unknown Country","JEAN DE FLORETTE","00172159"
"Unknown Country","JESUS OF MONTREAL","00198317"
"Unknown Country","JIGOKU","00210550"
"Unknown Country","JIRO DREAMS OF SUSHI","00243804"
"Unknown Country","JOURNEY FROM THE FALL","00218086"
"Unknown Country","JOYEUX NOEL","00225588"
"Unknown Country","JSA","00187995"
"Unknown Country","JU-ON: THE GRUDGE","00198507"
"Unknown Country","JUDEX ('63)","00247792"
"Unknown Country","JULES & JIM","00224949"
"Unknown Country","JULIA'S EYES","00243749"
"Unknown Country","JULIET OF THE SPIRITS","00177686"
"Unknown Country","JUNK FOOD","00195337"
"Unknown Country","JUSTINE & JULIETTE","00209824"
"Unknown Country","KABHI KHUSHI KABHIE GHAM","00236418"
"Unknown Country","KAMIKAZE GIRLS","00206135"
"Unknown Country","KANAL","00201534"
"Unknown Country","KATIE TIPPEL","00175570"
"Unknown Country","KATYN","00229261"
"Unknown Country","KEY ('83)","00200594"
"Unknown Country","KHODORKOVSKY","00244658"
"Unknown Country","KILL","00205039"
"Unknown Country","KILLER","00173060"
"Unknown Country","KILOMETER ZERO","00194019"
"Unknown Country","KING & THE CLOWN","00214170"
"Unknown Country","KINGDOM 1","00205367"
"Unknown Country","KINGS & QUEEN","00205424"
"Unknown Country","KISS ME","00245110"
"Unknown Country","KITCHEN STORIES","00198931"
"Unknown Country","KNIFE IN THE WATER","00207471"
"Unknown Country","KUCH NAA KAHO (DON'T SAY A WORD)","00207450"
"Unknown Country","KUNG FU HUSTLE","00216558"
"Unknown Country","L'ATALANTE","00182910"
"Unknown Country","L'ECLISSE","00200819"
"Unknown Country","L'ENFER","00203269"
"Unknown Country","L'ICEBERG","00217394"
"Unknown Country","LA BETE HUMAINE","00206761"
"Unknown Country","LA CAGE AUX FOLLES","00206203"
"Unknown Country","LA CAPTIVE","00193110"
"Unknown Country","LA CEREMONIE","00196218"
"Unknown Country","LA COLLECTIONNEUSE","00210057"
"Unknown Country","LA COMMARE SECCA","00199970"
"Unknown Country","LA COMMUNE (PARIS, 1871)","00211207"
"Unknown Country","LA FEMME NIKITA","00207414"
"Unknown Country","LA LLORONA","00249749"
"Unknown Country","LA RONDE ('64)","00205486"
"Unknown Country","LA SCORTA","00207102"
"Unknown Country","LA VIE EN ROSE","00221007"
"Unknown Country","LACOMBE LUCIEN","00207655"
"Unknown Country","LADY & THE DUKE","00181827"
"Unknown Country","LADY VENGEANCE","00222674"
"Unknown Country","LAGAAN","00185893"
"Unknown Country","LARGO WINCH","00242814"
"Unknown Country","LAST HURRAH FOR CHIVALRY","00253798"
"Unknown Country","LAST LIFE IN THE UNIVERSE","00200158"
"Unknown Country","LAST QUARTER","00209440"
"Unknown Country","LAURENCE ANYWAYS","00249358"
"Unknown Country","LAW OF DESIRE","00212857"
"Unknown Country","LE BOUCHER","00183676"
"Unknown Country","LE CHIGNON D'OLGA","00206279"
"Unknown Country","LE CIEL EST A VOUS","00243810"
"Unknown Country","LE CORBEAU","00193492"
"Unknown Country","LE NOTTI BIANCHE","00203110"
"Unknown Country","LE PETIT LIEUTENANT","00214336"
"Unknown Country","LE PETIT SOLDAT","00185682"
"Unknown Country","LE SAMOURAI","00226207"
"Unknown Country","LEFT BANK","00231766"
"Unknown Country","LEGEND OF SURIYOTHAI","00192229"
"Unknown Country","LEOPARD","00195471"
"Unknown Country","LES BICHES","00183675"
"Unknown Country","LES DAMES DU BOIS DE BOULOGNE","00189089"
"Unknown Country","LES ENFANTS TERRIBLES","00216988"
"Unknown Country","LES MISERABLES ('34)","00216521"
"Unknown Country","LETTER NEVER SENT","00242711"
"Unknown Country","LIBERATOR","00249259"
"Unknown Country","LIES","00189628"
"Unknown Country","LIFE IS BEAUTIFUL","00210337"
"Unknown Country","LIKE A BROTHER","00212484"
"Unknown Country","LILYA 4-EVER (R3)","00208422"
"Unknown Country","LINDA LINDA LINDA","00214561"
"Unknown Country","LISBON STORY","00218586"
"Unknown Country","LITTLE BEDROOM","00248761"
"Unknown Country","LIVE FLESH","00212852"
"Unknown Country","LIZARD IN A WOMAN'S SKIN","00200617"
"Unknown Country","LOLA ('81)","00190915"
"Unknown Country","LOOK AT ME","00203492"
"Unknown Country","LORE","00245948"
"Unknown Country","LOS OLVIDADOS","00215157"
"Unknown Country","LOST HONOR OF KATHARINA BLUM","00188771"
"Unknown Country","LOVE ME IF YOU DARE","00213605"
"Unknown Country","LOVE MEETINGS","00183153"
"Unknown Country","LOVE ON THE RUN","00189709"
"Unknown Country","LOWER DEPTHS ('36/'57)","00195617"
"Unknown Country","LUCKY ('11)","00245436"
"Unknown Country","LUMIERE D'ETE","00243811"
"Unknown Country","LUNCH BOX","00247793"
"Unknown Country","LUNCH BOX (BD)","00247794"
"Unknown Country","MA MERE","00205225"
"Unknown Country","MA VIE EN ROSE","00196513"
"Unknown Country","MACHUCA","00239797"
"Unknown Country","MAD LOVE ('01)","00187857"
"Unknown Country","MADADAYO","00172982"
"Unknown Country","MADAME BOVARY ('90)","00212525"
"Unknown Country","MADAME SATA","00192903"
"Unknown Country","MADEMOISELLE","00223176"
"Unknown Country","MALENA","00183454"
"Unknown Country","MAMMA ROMA","00195611"
"Unknown Country","MAN BITES DOG","00181642"
"Unknown Country","MAN CALLED OVE","00252045"
"Unknown Country","MAN WHO COPIED","00203565"
"Unknown Country","MAN WHO LOVED WOMEN","00172173"
"Unknown Country","MANILA IN THE CLAWS OF LIGHT (CRITERION)","00253414"
"Unknown Country","MANON OF THE SPRING","00172160"
"Unknown Country","MAREBITO","00207361"
"Unknown Country","MARIA FULL OF GRACE","00216754"
"Unknown Country","MARRIAGE OF MARIA BRAUN","00190916"
"Unknown Country","MASCULIN FEMININ","00207419"
"Unknown Country","MASTER OF THE FLYING GUILLOTINE","00199037"
"Unknown Country","MAUVAIS SANG","00185692"
"Unknown Country","MAYA","00199760"
"Unknown Country","MEDITERRANEA","00251178"
"Unknown Country","MEMORIES OF MURDER","00234230"
"Unknown Country","MEMORIES OF UNDERDEVELOPMENT","00253604"
"Unknown Country","MEMORY OF A KILLER","00206923"
"Unknown Country","MERMAID ('09)","00233688"
"Unknown Country","METHOD","00216963"
"Unknown Country","MICMACS (BD)","00238518"
"Unknown Country","MIFUNE","00174308"
"Unknown Country","MIKE YOKOHAMA: FOREST WITH NO NAME","00202118"
"Unknown Country","MILAREPA","00217714"
"Unknown Country","MILLENIUM MAMBO","00194024"
"Unknown Country","MISSING ('03)","00196698"
"Unknown Country","MISSISSIPPI MERMAID","00172178"
"Unknown Country","MOLOCH","00200571"
"Unknown Country","MOMENT OF TRUTH","00242220"
"Unknown Country","MONAMOUR","00236654"
"Unknown Country","MONSIEUR HIRE","00218403"
"Unknown Country","MONSIEUR IBRAHIM","00195833"
"Unknown Country","MONSIEUR LAZHAR","00244018"
"Unknown Country","MONSTER ('96)","00185697"
"Unknown Country","MOOLAADE","00209312"
"Unknown Country","MOON CHILD","00195178"
"Unknown Country","MOON WARRIORS","00244602"
"Unknown Country","MOSCOW DOES NOT BELIEVE IN TEARS","00198170"
"Unknown Country","MOST TERRIBLE TIME IN MY LIFE","00202804"
"Unknown Country","MOTORCYCLE DIARIES","00200445"
"Unknown Country","MOUCHETTE","00248365"
"Unknown Country","MPD PSYCHO","00202663"
"Unknown Country","MULAN ('09 R3)","00233860"
"Unknown Country","MUNCHHAUSEN","00197361"
"Unknown Country","MY LIFE AS A DOG","00189389"
"Unknown Country","MY LIFE ON ICE","00192510"
"Unknown Country","MY NIGHT AT MAUD'S","00210062"
"Unknown Country","MY SASSY GIRL","00204553"
"Unknown Country","MY WAY","00243812"
"Unknown Country","MYSTERIES OF LISBON 1","00242175"
"Unknown Country","MYSTERIES OF LISBON 2","00242176"
"Unknown Country","MYTH","00206899"
"Unknown Country","NATHALIE ('03)","00208431"
"Unknown Country","NATURAL CITY","00208122"
"Unknown Country","NEIGHBORING SOUNDS","00245953"
"Unknown Country","NEVER-ENDING MAN: HAYAO MIYAZAKI (BD)","00254125"
"Unknown Country","NEW DAY IN OLD SANA'A","00218699"
"Unknown Country","NEW LOVE IN TOKYO","00211340"
"Unknown Country","NEW POLICE STORY","00244603"
"Unknown Country","NIGHT OF THE LIVING DORKS","00213276"
"Unknown Country","NIGHT PORTER (CRITERION)","00248763"
"Unknown Country","NIGHT WATCH ('04)","00239284"
"Unknown Country","NIGHTMARE CASTLE","00227779"
"Unknown Country","NINE QUEENS","00189719"
"Unknown Country","NO BODY'S PERFECT","00243147"
"Unknown Country","NO MAN'S LAND","00183615"
"Unknown Country","NOBODY ELSE BUT YOU","00244473"
"Unknown Country","NOI","00197825"
"Unknown Country","NORWEGIAN WOOD","00243336"
"Unknown Country","NOSFERATU: PHANTOM DER NACHT","00225181"
"Unknown Country","NOT ON THE LIPS","00201014"
"Unknown Country","NOVO","00201471"
"Unknown Country","NOWHERE IN AFRICA","00211573"
"Unknown Country","NUDE FOR SATAN","00185701"
"Unknown Country","NYMPH","00204151"
"Unknown Country","OEDIPUS MAYOR","00213136"
"Unknown Country","OEDIPUS REX ('67)","00183154"
"Unknown Country","OFFSIDE","00217165"
"Unknown Country","OLD MEN IN NEW CARS","00204644"
"Unknown Country","OLDBOY (SP ED '03)","00211633"
"Unknown Country","ONCE UPON A TIME IN CHINA","00185702"
"Unknown Country","ONCE UPON A TIME IN HIGH SCHOOL","00200949"
"Unknown Country","ONE NITE IN MONGKOK","00207143"
"Unknown Country","ONE-ARMED SWORDSMAN 2: RETURN OF","00201567"
"Unknown Country","ONE-ARMED SWORDSMAN 3: NEW","00201566"
"Unknown Country","ONG BAK 1: THE THAI WARRIOR","00203980"
"Unknown Country","ONIBABA","00193965"
"Unknown Country","ONMYOJI","00186425"
"Unknown Country","OPEN YOUR EYES","00189644"
"Unknown Country","OR MY TREASURE","00205487"
"Unknown Country","ORFEU","00180321"
"Unknown Country","OTHER SIDE OF THE BED","00193715"
"Unknown Country","OUR LADY OF THE ASSASSINS","00177850"
"Unknown Country","OUTSIDE THE LAW","00240531"
"Unknown Country","OWLS' CASTLE","00200811"
"Unknown Country","PAGE TURNER","00216278"
"Unknown Country","PARIS JE T'AIME","00250581"
"Unknown Country","PARTNER","00205135"
"Unknown Country","PASSION OF ANNA","00193383"
"Unknown Country","PAULINE AT THE BEACH","00188964"
"Unknown Country","PELLE THE CONQUEROR","00172719"
"Unknown Country","PEONY PAVILION","00201281"
"Unknown Country","PEPE LE MOKO","00187559"
"Unknown Country","PERFECT CRIME","00213683"
"Unknown Country","PHANTOM INDIA","00214577"
"Unknown Country","PHANTOM OF LIBERTY","00202240"
"Unknown Country","PICKPOCKET","00205205"
"Unknown Country","PIONEER","00249264"
"Unknown Country","PISTOL OPERA","00244481"
"Unknown Country","PITFALL","00216271"
"Unknown Country","PLEASURE PARTY","00193982"
"Unknown Country","PLEASURES OF THE FLESH","00235097"
"Unknown Country","POISON FRIENDS","00216333"
"Unknown Country","POLICE STORY ('85)","00197887"
"Unknown Country","POLISSE","00244546"
"Unknown Country","POOL","00245217"
"Unknown Country","PORNOGRAPHER","00201898"
"Unknown Country","PORNOGRAPHERS","00186234"
"Unknown Country","PORT OF SHADOWS","00196139"
"Unknown Country","PRETTY BOY","00204310"
"Unknown Country","PRICELESS","00224051"
"Unknown Country","PRINCESS & THE PEA","00207363"
"Unknown Country","PRINCESS & THE WARRIOR","00189650"
"Unknown Country","PRIVATE COLLECTIONS","00215159"
"Unknown Country","PROJECT A","00212602"
"Unknown Country","PROJECT A 2","00212603"
"Unknown Country","PROTECTOR","00212652"
"Unknown Country","PULSE ('01)","00211460"
"Unknown Country","PUSHER 1","00211344"
"Unknown Country","PUSHER 2: WITH BLOOD ON MY HANDS","00211345"
"Unknown Country","PUSHER 3: I'M THE ANGEL OF DEATH","00211346"
"Unknown Country","QUAI DES ORFEVRES","00183876"
"Unknown Country","QUEENS","00211889"
"Unknown Country","QUIET FLOWS THE DON 1","00208506"
"Unknown Country","QUIET FLOWS THE DON 2","00208507"
"Unknown Country","QUIET FLOWS THE DON 3","00208656"
"Unknown Country","R-POINT: POINT OF NO RETURN","00206787"
"Unknown Country","RAN","00205562"
"Unknown Country","RANG DE BASANTI","00214379"
"Unknown Country","RAPED BY AN ANGEL","00189654"
"Unknown Country","RAPT","00241508"
"Unknown Country","RARE EXPORTS","00241565"
"Unknown Country","RASHOMON","00197612"
"Unknown Country","REAL FICTION","00244604"
"Unknown Country","REBEL","00223537"
"Unknown Country","RECORD OF A TENEMENT GENTLEMAN","00222442"
"Unknown Country","RED BALLOON","00185768"
"Unknown Country","RED BEARD","00185769"
"Unknown Country","RED ROOM","00213910"
"Unknown Country","RED SHOES ('05)","00217115"
"Unknown Country","REMORQUES","00243813"
"Unknown Country","RENDEZVOUS","00200167"
"Unknown Country","REPRISE","00225761"
"Unknown Country","RESPIRO","00191497"
"Unknown Country","RESTLESS SWORD","00217728"
"Unknown Country","RHAPSODY IN AUGUST","00185148"
"Unknown Country","RICHTER, GERHARD: PAINTING","00244123"
"Unknown Country","RINGU","00188982"
"Unknown Country","ROAD HOME","00189662"
"Unknown Country","ROBBER","00241505"
"Unknown Country","ROBINSON'S GARDEN","00217427"
"Unknown Country","ROME FREE CITY","00210095"
"Unknown Country","ROSENSTRASSE","00199754"
"Unknown Country","ROTATION","00212653"
"Unknown Country","ROUGH CUT","00227213"
"Unknown Country","ROYAL AFFAIR","00245673"
"Unknown Country","ROYAL TRAMP","00244605"
"Unknown Country","RULES OF THE GAME","00193012"
"Unknown Country","RUST & BONE","00246051"
"Unknown Country","S21: KHMER ROUGE KILLING MACHINE","00202247"
"Unknown Country","SALAAM BOMBAY","00188985"
"Unknown Country","SALON KITTY","00202308"
"Unknown Country","SALTMEN OF TIBET","00180788"
"Unknown Country","SALVATORE GIULIANO","00193614"
"Unknown Country","SAMURAI FICTION","00197602"
"Unknown Country","SAMURAI REBELLION","00205040"
"Unknown Country","SAMURAI SPY","00205041"
"Unknown Country","SANJURO","00212742"
"Unknown Country","SANJURO (BD)","00234145"
"Unknown Country","SARABAND","00206157"
"Unknown Country","SAVE THE GREEN PLANET","00204137"
"Unknown Country","SAVING MR. WU","00251580"
"Unknown Country","SAYONARA JUPITER","00212954"
"Unknown Country","SCIENCE OF SLEEP","00213090"
"Unknown Country","SCREAMING MAN","00238889"
"Unknown Country","SEA INSIDE","00218670"
"Unknown Country","SEAGULL'S LAUGHTER","00200489"
"Unknown Country","SEBASTIAN","00217401"
"Unknown Country","SECOND CIRCLE","00208010"
"Unknown Country","SECRET THINGS","00199112"
"Unknown Country","SECRETS OF A CALL GIRL","00203983"
"Unknown Country","SECUESTRO EXPRESS","00236700"
"Unknown Country","SEDUCED & ABANDONED","00210265"
"Unknown Country","SEDUCING DR. LEWIS","00199838"
"Unknown Country","SERPENT'S EGG","00193389"
"Unknown Country","SEVEN BEAUTIES","00204211"
"Unknown Country","SEVEN SWORDS","00205137"
"Unknown Country","SEX & FURY","00204526"
"Unknown Country","SEX & LUCIA","00182800"
"Unknown Country","SEXUAL DEPENDENCY","00198578"
"Unknown Country","SEXUAL STORY OF O","00215449"
"Unknown Country","SEXY SOCCER","00197942"
"Unknown Country","SHABD","00207367"
"Unknown Country","SHADOWS OF FORGOTTEN ANCESTORS","00219667"
"Unknown Country","SHALL WE DANCE ('97)","00199995"
"Unknown Country","SHAME ('68)","00193390"
"Unknown Country","SHANGHAI TRIAD","00185778"
"Unknown Country","SHAOLIN SOCCER","00209214"
"Unknown Country","SHAOLIN VS EVIL DEAD","00208134"
"Unknown Country","SHEITAN","00212421"
"Unknown Country","SHINOBI: HEART UNDER BLADE","00212956"
"Unknown Country","SHOGUN'S SHADOW","00202986"
"Unknown Country","SHOOT THE PIANO PLAYER","00205654"
"Unknown Country","SHORT FILM ABOUT KILLING","00195074"
"Unknown Country","SHORT FILM ABOUT LOVE","00195075"
"Unknown Country","SIBERIADE","00212422"
"Unknown Country","SILENCE ('63)","00185971"
"Unknown Country","SILENT SOULS","00245954"
"Unknown Country","SILIP: DAUGHTERS OF EVE","00218636"
"Unknown Country","SIN DESTINO","00206443"
"Unknown Country","SING A SONG OF SEX","00235098"
"Unknown Country","SISTERS ('04)","00203414"
"Unknown Country","SLEEP DEALER","00231630"
"Unknown Country","SLEEPLESS NIGHT","00244263"
"Unknown Country","SLIM SUSIE","00203186"
"Unknown Country","SMALL CHANGE","00172232"
"Unknown Country","SMILES OF A SUMMER NIGHT","00195341"
"Unknown Country","SMUGGLERS/ GIRL IS A GUN","00212568"
"Unknown Country","SNOW FLOWER & THE SECRET FAN","00241325"
"Unknown Country","SOLARIS ('72)","00189676"
"Unknown Country","SOLO CON TU PAREJA","00211022"
"Unknown Country","SON'S ROOM","00182378"
"Unknown Country","SONATINE","00248131"
"Unknown Country","SOPHIE SCHOLL: FINAL DAYS","00211528"
"Unknown Country","SOUL","00199384"
"Unknown Country","SOUND OF NOISE","00243659"
"Unknown Country","SPIDER LILIES","00216656"
"Unknown Country","SPIRIT OF THE BEEHIVE","00214155"
"Unknown Country","SPRING SUMMER FALL WINTER..SPRING","00197079"
"Unknown Country","STALINGRAD ('93)","00172960"
"Unknown Country","STALKER","00185781"
"Unknown Country","STOLEN KISSES","00185782"
"Unknown Country","STORY OF FLOATING WEEDS","00194650"
"Unknown Country","STORY OF THE WEEPING CAMEL","00199962"
"Unknown Country","STRAWBERRY & CHOCOLATE","00193094"
"Unknown Country","STRAY DOG ('49)","00195343"
"Unknown Country","STROSZEK","00227221"
"Unknown Country","SUMMER'S TALE","00172952"
"Unknown Country","SURVIVE STYLE 5+","00212474"
"Unknown Country","SWEPT AWAY ('74)","00204150"
"Unknown Country","SWINDLE","00210272"
"Unknown Country","SWORD IN THE MOON","00209479"
"Unknown Country","SWORD OF DOOM","00201377"
"Unknown Country","SWORD OF THE BEAST","00205130"
"Unknown Country","SYMPATHY FOR MR. VENGEANCE","00220517"
"Unknown Country","SYRIAN BRIDE","00209061"
"Unknown Country","TABOO ('99)","00184578"
"Unknown Country","TAE GUK GI","00200321"
"Unknown Country","TAI CHI MASTER","00208293"
"Unknown Country","TAI CHI ZERO","00246001"
"Unknown Country","TALE OF TWO SISTERS","00201059"
"Unknown Country","TALK TO HER","00183915"
"Unknown Country","TASTE OF TEA","00216281"
"Unknown Country","TCHAIKOVSKY","00198403"
"Unknown Country","TEARS OF THE BLACK TIGER","00214603"
"Unknown Country","TERRORIST","00172962"
"Unknown Country","TESTAMENT OF DR. MABUSE ('33)","00195114"
"Unknown Country","THAT OBSCURE OBJECT OF DESIRE","00185787"
"Unknown Country","THICK-WALLED ROOM","00245763"
"Unknown Country","THIRD GENERATION","00209876"
"Unknown Country","THIRST ('49)","00214066"
"Unknown Country","THIS GIRL IS BADASS","00250303"
"Unknown Country","THIS IS OUR LAND","00253625"
"Unknown Country","THIS MAN MUST DIE","00183711"
"Unknown Country","THREE EXTREMES","00207425"
"Unknown Country","THREE IDIOTS","00239645"
"Unknown Country","THREE RESURRECTED DRUNKARDS","00235105"
"Unknown Country","THREE TIMES","00206176"
"Unknown Country","THRILLER","00197909"
"Unknown Country","THRONE OF BLOOD","00183881"
"Unknown Country","THROUGH A GLASS DARKLY","00185974"
"Unknown Country","THROW DOWN","00244606"
"Unknown Country","TIE ME UP TIE ME DOWN","00185788"
"Unknown Country","TIME","00214082"
"Unknown Country","TIME OUT","00187725"
"Unknown Country","TIMES HAVE BEEN BETTER","00217567"
"Unknown Country","TIN DRUM","00195229"
"Unknown Country","TO BE & TO HAVE","00197959"
"Unknown Country","TOGETHER ('00)","00201932"
"Unknown Country","TOKYO DECADENCE","00181618"
"Unknown Country","TOKYO EYES","00192823"
"Unknown Country","TOKYO SONATA","00243871"
"Unknown Country","TOMBOY","00243436"
"Unknown Country","TOMIE","00244607"
"Unknown Country","TOUCH OF ZEN (CRITERION EDITION)","00251537"
"Unknown Country","TOUCHEZ PAS AU GRISBI","00199758"
"Unknown Country","TOUT VA BIEN","00200173"
"Unknown Country","TOWN CALLED PANIC","00236053"
"Unknown Country","TRAIN-MAN","00214613"
"Unknown Country","TRAVELLERS & MAGICIANS","00205050"
"Unknown Country","TRIBE","00251091"
"Unknown Country","TRIPLE AGENT","00206166"
"Unknown Country","TRIPLETS OF BELLEVILLE","00232107"
"Unknown Country","TRIUMPH OF THE WILL","00185217"
"Unknown Country","TROUBLE EVERY DAY","00192439"
"Unknown Country","TSOTSI","00209882"
"Unknown Country","TURIN HORSE","00243837"
"Unknown Country","TURTLES CAN FLY","00207573"
"Unknown Country","TWO WOMEN","00218736"
"Unknown Country","TYCOON","00195721"
"Unknown Country","UGETSU","00205368"
"Unknown Country","UMBERTO D.","00185976"
"Unknown Country","UN CHANT D'AMOUR","00213480"
"Unknown Country","UN DEUX TROIS SOLEIL","00195977"
"Unknown Country","UN FLIC","00174395"
"Unknown Country","UNBORN ('03)","00210563"
"Unknown Country","UNDER THE ROOFS OF PARIS","00181663"
"Unknown Country","UNFORGIVABLE","00244867"
"Unknown Country","VALET","00217435"
"Unknown Country","VEERANA: VENGEANCE OF THE VAMPIRE","00226617"
"Unknown Country","VENGEANCE IS MINE","00214967"
"Unknown Country","VENUS IN FURS ('94)","00189688"
"Unknown Country","VERONIKA VOSS","00190955"
"Unknown Country","VERY LONG ENGAGEMENT","00203250"
"Unknown Country","VIC & FLO SAW A BEAR","00247806"
"Unknown Country","VICTIM ('06)","00217420"
"Unknown Country","VIOLENCE AT NOON","00235114"
"Unknown Country","VIOLENT COP","00173220"
"Unknown Country","VIRGIN SPRING","00254591"
"Unknown Country","VIRIDIANA","00208859"
"Unknown Country","VISITOR Q","00186878"
"Unknown Country","VITUS","00218648"
"Unknown Country","VIVA LA MUERTE","00215207"
"Unknown Country","VIVA MARIA","00201090"
"Unknown Country","VIVE LE TOUR/ HUMAIN, TROP HUMAIN","00214616"
"Unknown Country","VODKA LEMON","00205890"
"Unknown Country","VOLVER","00214206"
"Unknown Country","WAGES OF FEAR","00205136"
